PlotKey,TreeKey,SpeciesCode,DBH,TotalHeight,Age_BH
16,99428738-69b3-4543-a2c1-197597bb9743,3,24.2,18.8,0.0
16,406e2f7c-577b-4ad1-b4f2-747eccef5d02,13,10.3,7.4,0.0
16,487b56cf-4b92-4c48-be5d-a23fe8348176,13,12.0,11.0,0.0
16,8f816a56-8939-422a-854c-d1a553072496,13,7.4,7.4,0.0
16,6343e759-8e51-4a54-9f1d-59be267cfdfb,13,19.4,15.8,76.0
16,94a0842c-5183-45f3-9b0e-1c62c6b33e73,3,26.8,16.8,0.0
16,a3037ee8-34f7-4b1f-a033-8e73354e6268,3,13.3,12.7,0.0
16,87030f5d-1c6a-4e99-9e6b-f47524c864b5,3,22.8,17.2,0.0
16,4c6e3521-bc2d-4cb0-8a72-ff98d54bce6a,3,21.6,18.5,0.0
16,f0b49a31-0647-43f4-a97c-8582e3cadf3b,3,20.0,16.8,0.0
16,377b041a-87df-4903-b935-efbd5c435003,3,20.6,16.7,0.0
16,e1740061-8f51-4f33-95bc-5f7974fc164f,3,28.6,18.5,0.0
16,24a75142-bb4c-4af8-b0ce-05031c469ba8,13,8.6,8.9,0.0
16,3ca828f2-695b-4a24-bb1e-a965b02f34f3,3,18.6,17.0,0.0
16,0854a53a-2036-4809-a83b-1ac8360ce6ed,13,16.0,13.7,0.0
16,d93e1f54-8de2-43a5-bce0-b571ee5fe1bd,13,9.8,9.2,0.0
16,9a839c32-b8a1-4f46-a6ab-3f67b2a2f950,3,25.2,18.6,0.0
16,ded3f955-d0c6-4ca5-bb92-00897e98567b,20,11.9,10.7,31.0
16,169e488d-5fd8-444a-8b30-f3d743cb43b1,20,9.0,8.6,0.0
16,9d5a7530-c746-4c9c-a96e-c22b8964d2cf,3,25.1,18.9,0.0
16,2d7e4641-5850-4730-a04f-b5e76a283cad,3,28.9,19.4,0.0
16,6524442a-db23-40d5-94fd-459227c2c536,20,11.3,10.4,0.0
16,2c03eb35-a646-4cef-a44e-4c33ace819ed,20,10.8,9.9,0.0
16,18d4334e-4594-4ff4-9291-3d263c2c51f7,3,23.9,18.9,0.0
16,706b1fa0-f1ac-4502-917e-0d9495d531b6,20,10.2,9.3,0.0
16,9ce78cef-8180-4058-9602-8314c5bcf7e0,20,8.8,8.2,0.0
16,020266f6-aaaf-4c8f-aae8-f5ba65812972,20,7.7,8.7,0.0
16,7d9abf2d-ff6b-4537-98f6-0695fbd71f58,20,8.3,8.3,0.0
16,32a1a703-306d-4402-a95f-57b300573720,20,8.3,8.6,0.0
162,3a7cd0cb-d8e1-4b25-82ad-16336a6a7878,74,20.0,21.6,0.0
162,cd8be67f-db7b-42a4-9582-805f9e19c516,20,8.9,9.0,0.0
162,1c3c46a3-1829-49e1-a60f-ce85ef3e9636,38,9.7,13.5,0.0
162,293467ed-a99d-4f2f-b8e0-26ca87646e84,38,10.4,13.9,0.0
162,39f7d2b3-3cf7-4cfc-bf12-9e93b98c7c91,20,12.1,11.5,0.0
162,e9f9c769-1fd1-4aa3-bf46-03e2d5007750,38,7.2,10.4,0.0
162,4c54eef5-31d5-4b21-9d67-16dd3f6b52e1,74,25.4,23.4,0.0
162,7c668b92-4f3f-4269-9aec-df49ca82b164,38,11.2,12.9,0.0
162,bf26f702-3d02-4106-a744-81a8802e390f,74,23.3,22.9,0.0
162,0237a84b-6171-4cd2-9801-82db30aaf7a4,20,10.4,11.4,0.0
162,89975f27-b6d2-40e0-a17b-20062aabda69,20,11.1,9.8,0.0
162,33674370-762b-4dc3-bb93-573d27babda1,74,31.1,23.8,0.0
162,a8dd6aff-c9a3-4411-8e0c-27171e0fa2f4,38,8.9,13.9,0.0
162,2da36572-a7fe-456a-a71e-9a20667be642,74,32.3,21.7,67.0
162,e53b8b57-626a-4a38-836c-c20034a03d5f,38,12.9,15.1,0.0
162,c6695aee-5103-45c2-b397-d148ed095ff0,20,11.1,10.1,0.0
162,c72af9a4-5097-4c3c-8387-ae3533a787f0,20,17.0,11.9,0.0
162,0cf91f7b-e5c6-4175-be62-36b7a9b174bd,74,27.1,22.2,0.0
162,5b757b36-f799-45f6-97a0-84f08a523332,74,18.5,22.4,0.0
162,ed8ad6dd-c31a-4e67-81f2-10f1f2b436ce,38,13.6,13.0,0.0
162,31ea7655-7b9e-4251-a4a5-bb4790ba551a,20,8.6,8.6,0.0
162,8d9ecbd7-9ee8-4d80-b5ce-924fa33af3bf,20,16.1,14.1,0.0
162,c116ec43-fef8-4f54-88d2-0faa830cb3da,74,15.3,19.4,0.0
162,41c68bf4-2aa6-4c2b-a5a7-08db12791538,74,29.3,23.4,0.0
162,f3e350ea-ac5d-4e6b-a4b8-79160f5e52fd,38,7.3,11.6,0.0
162,c8626d5a-2381-4248-91f1-b49ffad98306,38,8.2,12.5,0.0
162,7f6c3e24-51ac-48a5-9142-14df62f85156,38,9.6,14.7,0.0
162,8d3b22cc-25b5-4acb-b03c-b4c45043c023,74,23.3,20.4,0.0
162,bba4c988-4e4f-434e-95fb-8400ba7ab1c0,20,11.8,10.9,0.0
162,c850c7bf-2832-4a5e-974b-edceea923efa,38,9.8,14.4,0.0
162,adfd60df-72b4-4284-98c9-b627a2864cb7,74,28.0,21.9,0.0
162,62208f99-26da-42fe-a082-8fc695aec55f,74,11.8,17.3,0.0
162,4a39586c-1576-4ee7-83f2-9c19de682381,74,14.8,21.5,0.0
162,9a5d1196-d04c-41f6-baa4-a38e814701af,38,11.6,15.5,0.0
162,e757981d-d1cd-4c53-ada0-dec75fbdaf01,74,10.9,14.5,0.0
162,d418b4ac-48de-4056-98ce-9a2aa8092b05,74,19.6,20.2,0.0
162,bf8bab9a-3016-43d3-abcc-bc5cb0fd405d,74,18.7,22.2,0.0
162,9ed636ef-08a9-42c9-b90b-385cffa12e7c,74,25.8,22.5,0.0
162,a6ee9829-efc2-4eaf-84f8-06c95ad5f77d,74,22.6,21.1,0.0
162,42e6becc-0d73-4265-bc25-27b685af7e1b,74,32.6,31.1,71.0
162,4481c518-d819-495b-b2a0-3ac6af44e975,74,8.9,12.4,0.0
162,c3f87961-715e-4e0f-81dd-2f5d7312e01b,38,14.3,14.1,33.0
162,15699ad1-54b9-4ba7-b170-320b0231fbb7,74,22.8,22.4,0.0
162,9903dafe-fd46-4862-8ee0-eca238d97ce3,74,8.7,12.6,0.0
162,cf1bd927-e8d3-473b-b5db-9ade65763da9,74,19.2,22.8,0.0
162,39d39ab5-b2ed-4a68-b252-926168646ffe,74,25.4,22.1,0.0
162,21d784ed-09dd-42dd-85b8-e27bd065429f,74,22.6,21.3,0.0
162,d545e484-eab5-4f85-a888-54a131405770,74,19.0,19.6,0.0
162,9cda8864-59ed-48b2-b1f9-df47bdd6bd5b,74,14.1,20.4,0.0
162,ac9d6f3e-3775-4a3a-85a4-cdaed2eb3c2a,38,11.4,13.3,0.0
162,c8099ea3-9099-40bd-a644-04a171f98794,74,17.7,22.2,0.0
162,e65a8d73-6a5a-431b-9a8a-34a15b0318c4,74,27.7,23.2,0.0
162,f2d69724-541d-4bfb-bdcc-4c242dc9a062,74,14.1,19.0,0.0
162,aec32595-ec3d-43f9-b700-629fb661b05c,20,11.8,11.0,0.0
162,4ee57be7-1603-4ba1-8584-2f89565b6766,74,8.5,12.1,0.0
162,2e7c64c4-f230-4acb-9396-71912aacfc5c,74,14.5,16.3,0.0
162,4006b3d3-e77c-43af-a987-d806663cc5a9,74,19.2,22.2,0.0
162,ed6516ee-7598-4917-b8ce-8555d12cb400,38,8.5,8.0,0.0
162,8798d230-61e9-424d-a011-b687b674eaa4,38,19.0,20.8,66.0
162,a23e71b4-f69e-481b-972a-7c5f73a5517c,38,7.2,8.3,0.0
162,2c90a6a4-1263-4534-88a5-45cf681e8410,74,17.0,22.2,0.0
162,81babb63-01dc-4ada-af2c-d38b9fbbbcda,38,10.2,9.7,0.0
162,ff74d543-5faa-4997-b2b0-804c82048858,38,10.4,13.2,0.0
162,632ce76d-ea54-41e0-865e-ad5a25a2930f,38,13.9,15.7,0.0
162,c18f2414-685e-4e81-a1d6-e470da60c108,74,17.5,22.1,0.0
162,c04f6324-731a-4b31-8849-30d64dac618d,74,11.9,16.6,0.0
162,d42c5e43-4305-4c44-a5c1-f01dabe86b1b,74,16.6,20.3,0.0
162,4f166ca2-de93-4df8-a677-da23aad30bec,38,11.5,13.9,0.0
162,9fda6426-c0d4-4af8-a91d-8500033eea13,74,21.3,22.8,0.0
162,b56456c8-e949-47c6-84c1-5570a46f8d64,74,22.7,23.0,0.0
162,d92c607e-34a7-4ac4-9a6a-45fd4ad58b5c,38,9.9,13.6,0.0
162,3fdf5227-0887-449f-98a9-15e4207483f7,74,16.8,21.3,0.0
162,a7a9a9d9-a153-4a54-8bae-535b91931d73,38,7.7,11.9,0.0
162,7e6379a2-5b28-4964-819f-045cb483149e,74,19.6,22.3,0.0
163,17f6cb04-be8e-423c-8159-e1d6527e8e07,13,13.7,10.6,0.0
163,c96b13f8-4310-4f74-9f2e-b45a5b3b75a5,13,15.4,15.1,0.0
163,2a15293f-3418-4dde-8316-623a428279a4,13,11.1,11.6,0.0
163,026e6c71-283e-401e-bee4-a690f42fc20b,73,19.3,16.2,0.0
163,d66290fe-08c2-4748-ba21-7deddce2eae7,13,16.8,15.8,0.0
163,e2c84579-b25a-4dba-990a-50a89758df5a,13,12.2,12.6,0.0
163,46030cb0-8b23-4f70-836e-b9ba53e0248c,13,14.5,12.4,0.0
163,e45c73ac-cc1c-4163-a36b-ee5107602279,74,19.4,19.4,0.0
163,c1c854aa-1773-4b53-99fa-d5e30060e9c5,13,18.9,17.4,0.0
163,cfd6076a-260b-4a02-8717-4d1d248f90e6,20,16.9,13.3,0.0
163,5cde3831-c935-40a8-9803-9987a4b8552b,13,14.9,15.9,0.0
163,2b4fc63a-0fdd-485f-b4d9-5c6c6d8e2be8,13,11.1,9.5,0.0
163,ddf9de97-6cae-46e3-b5ab-bc479694ddfd,13,7.1,9.0,0.0
163,b2fa44c2-e59e-4982-82d6-91b50e5878e9,13,26.7,18.7,0.0
163,38a67d66-057b-42e5-b20b-d72bf936fb89,13,12.1,13.7,0.0
163,8b61752e-b76a-4483-9a87-ea2c52e77fe5,13,11.6,12.4,0.0
163,834caa67-b03a-4882-8fc8-27eb624fa4d5,13,12.4,12.2,0.0
163,99adb3d3-e83b-4401-ba50-9c7f13bcb91e,13,11.3,12.6,0.0
163,91b5eee8-ead3-410e-be3a-3f01d4f2541b,13,7.8,11.4,0.0
163,829a85a7-04b0-47a0-bf9c-2408c173f19f,20,7.4,10.1,0.0
163,a924d59d-18b7-4f85-a3e0-4114260e970b,20,7.4,11.9,0.0
163,78bf60b6-b799-464d-93dc-df57ca9dec59,20,9.7,10.3,0.0
163,7a6b4902-27f0-46fe-8375-232c0e3ac128,13,14.3,12.8,0.0
163,817ef1f4-5389-4fa2-9789-ed31968e849a,74,21.8,19.9,0.0
163,d4bbcaf9-8b4c-4465-8c50-3b121af0c194,74,7.5,12.0,0.0
163,12834aa2-f449-4801-aa79-db197287b2bb,13,12.0,12.0,0.0
163,1142ab96-08d4-41c0-a10a-4c3da7a30f6d,13,13.6,12.0,0.0
163,21ab1614-d23a-44c5-beda-62bb15321350,13,13.7,11.2,0.0
163,7a7fcb46-e122-4231-95aa-15222f5237d4,74,12.6,16.9,0.0
163,eac681e5-b8ef-4ed9-894c-8b7071804fa1,74,8.6,12.5,0.0
163,c94b8ce0-337c-421c-a01d-05399f435863,13,16.1,15.2,0.0
163,588520b9-a03a-4e49-8496-b9aa7cab328d,13,18.6,16.9,0.0
163,f30e1786-8652-4724-ae4f-156274c6f30a,20,8.5,14.0,0.0
163,7aaf7157-de78-440f-8a5b-15817aa75d62,13,11.7,13.4,0.0
163,96944110-3c86-49da-8853-fcfdfd1e9381,13,10.4,11.4,0.0
163,bc373db9-19a7-4368-8e43-de4b30dc2b50,13,10.6,11.3,0.0
163,24ba0f4a-051a-412a-9d36-18d0f8e98d00,13,13.9,12.2,0.0
163,d551e008-7d24-459c-a0d7-0f9362a923a0,20,15.5,11.9,0.0
163,bff062ca-877c-483d-b42e-ecf1c1b0d17d,73,14.5,15.7,0.0
163,c18efb0a-51e2-4733-8497-36a054304a37,74,14.7,18.9,0.0
163,9b47991a-d84d-4940-b41c-54349e51bd85,13,14.4,13.9,0.0
163,39379cc9-ea91-44ad-a56f-4f0b0a067768,74,12.8,16.4,0.0
163,90d00493-0550-493c-af7d-1f4278b55149,12,11.9,10.6,0.0
163,82a7a5ba-efd2-41ec-842e-0a4c99cfae85,20,7.3,11.5,0.0
163,1e17d9d5-4701-406b-ba62-17a78b7eb4fb,74,23.8,19.1,0.0
163,f3047641-2dad-4ed3-95e6-9e4a2f209b67,74,26.8,21.8,59.0
163,84fad0e8-2435-4ee8-b366-c51bc0e57e35,74,12.3,17.0,0.0
163,efa6c34a-d4ff-4b94-8920-b5d9e78a40d3,74,18.3,16.5,0.0
163,5745d7d3-9030-4342-96bf-d5b59229e49c,74,19.0,18.3,0.0
163,a892e1c1-f1fe-4a52-91a4-588848f19d7a,74,9.8,16.2,0.0
163,3c193c80-28fa-4df8-a368-dc0c45d67f0b,74,19.9,18.9,0.0
163,c345b092-d139-4460-bdcd-1fe6edfc87a6,74,22.9,19.9,0.0
163,285098ad-3e25-495c-bed2-03bfe2801465,74,12.2,14.2,0.0
163,89f3f951-2a84-4e99-a3b6-6c9966d6321a,74,22.5,20.0,50.0
163,103d04c1-96dc-44c1-a306-e0c434eba6f5,20,12.1,12.7,0.0
163,e5611b06-6c28-48e0-a785-0bdda45665b1,13,7.8,8.6,0.0
163,faf48a7e-d7d9-47a5-8bf5-c0af505605ec,13,15.3,15.3,0.0
163,897b416a-1d6f-4f8b-80d9-c97f530d5061,20,8.4,7.1,0.0
163,968e576f-7c63-4ce3-bd9f-ee24eb44a873,13,14.1,14.0,0.0
163,d99adbf3-1d92-4423-bd08-1ac6d121d8be,13,10.7,12.2,0.0
163,d5b0633a-cabd-4c7c-9f2f-1fdc78a074ec,13,11.1,10.9,0.0
163,c99dee3e-eb2a-449c-a932-e029c0f98a29,13,11.7,13.1,0.0
163,9ebfd633-a848-40cc-a2c8-7b7620b4728d,13,12.6,10.8,0.0
163,463da2e1-f218-4f1a-9a02-900d07f27c86,20,7.6,10.3,0.0
163,39a9c861-d47a-46f2-a563-48c33ef3df00,20,9.3,11.0,0.0
163,cc83317a-ea62-406e-abbc-1ea5ee251550,20,7.8,11.0,0.0
163,c46aca56-7da9-4461-bcdb-309801e88135,20,9.6,8.7,0.0
163,d1f4fa5f-8de8-4bf7-a23b-f519feba57b4,73,10.2,11.8,0.0
163,43141e4e-0e47-4889-842e-54f59f70c573,12,10.5,8.8,0.0
163,f5968d09-da82-4e43-ae29-e6512380c203,13,11.5,11.3,0.0
163,2041a6b5-2b4f-40d4-8f77-14f981fada3e,13,14.5,12.8,0.0
163,2d4aeef9-d086-492f-ab64-709603354df5,13,14.6,15.0,0.0
163,e56d9054-c1ea-4f72-9971-638fc5d10da2,13,7.6,10.0,0.0
163,4b183caa-fed5-428f-80a5-c0a0b172117e,13,11.7,12.0,0.0
163,e46f00e3-c606-4033-a8e8-cc013f3e3efc,13,11.2,12.0,0.0
163,a1d38742-bbb8-4681-8bb8-65d660868c9f,74,18.8,19.7,0.0
163,03135ea5-5ced-4fe3-8d12-155b8905603f,74,16.7,16.9,0.0
163,69c5628a-7ee8-4494-b95c-9c6643942fb9,12,8.3,6.1,0.0
163,a1b6de3c-7b2c-451f-9920-bcadc3c88481,12,13.3,12.0,0.0
163,9e8de3c0-6eb4-4903-ae0e-260e7f97dc03,12,9.4,10.1,0.0
163,3ae28796-6798-4c0d-b463-1814305b82d3,12,13.2,11.4,0.0
163,2118e25a-9957-47c8-8221-b86ab4f60a90,13,13.6,11.3,0.0
163,fcb869f2-876c-47e8-8974-3aa6774f3a39,20,11.4,12.8,0.0
163,79ccf89f-e9b2-4417-915b-707bfd422464,74,10.6,15.5,0.0
163,b93492d6-2781-46d2-8514-88c0bbf30eed,13,14.8,12.9,0.0
163,5d9bbe53-aad5-48cf-a582-0d416730b816,13,10.0,12.8,0.0
163,288123db-3faa-4ac3-a236-2ee0c1f4b421,20,16.4,13.5,0.0
163,1569e35c-a484-4488-8ca2-023dc42e1dfe,74,9.3,12.9,0.0
163,0947a6ca-05ba-4713-8822-a5e2c2e6a867,20,14.2,12.7,0.0
163,2a341007-9652-46cb-b65b-16deccb85f67,74,17.8,18.5,0.0
163,df1cb6b1-e080-4fde-9972-786cb7f1054b,13,9.7,10.4,0.0
163,13412b78-c689-4342-aec2-2b835f6b3de5,20,10.3,11.1,0.0
163,55d6aa3e-76c6-4a32-9715-59fddfe70c52,13,7.2,7.6,0.0
163,207b0574-93ff-497e-a919-0604f8093a63,3,28.6,17.0,0.0
163,25626f44-5e76-4686-8cf3-c649171c43ab,12,14.5,12.2,0.0
163,be9df6b0-964c-42e4-b469-18d6e80d43f3,13,18.9,14.8,0.0
163,f8be98c2-263c-4f7b-8cd7-12d0ceadc979,74,10.1,13.4,0.0
163,5365ec61-8158-4883-b565-abb190ccf7ea,74,22.8,18.0,0.0
163,e81e708b-f979-4b51-bc7c-56481101c658,74,11.0,14.2,0.0
163,58b06fa5-443b-403d-a84e-c133ae63325a,12,8.7,10.2,0.0
163,870b1074-88c3-4e74-99cf-bd6164ed728c,20,16.1,17.2,0.0
163,0c337ea8-0545-4382-ab21-846e6d7e44c7,74,18.6,17.8,0.0
163,8588119a-c467-4108-b8bd-e59c23457a21,74,24.0,19.2,0.0
164,803ee17d-5756-41b9-b1f5-f7cacfc96d0f,20,7.1,5.5,0.0
164,b2573816-7b42-48bf-b674-2300cfb27ff9,25,7.1,5.9,0.0
164,23b7e39f-d01c-4b98-bf5b-8a27d7749dfc,25,7.9,7.1,12.0
164,4ebdab65-788d-492d-abb3-2640b1eafd52,20,7.9,5.1,0.0
164,b5c81926-2307-4f36-8b9c-53f1198817f3,20,8.0,5.1,0.0
164,17b6c667-6213-4b7d-a3cb-3564bcfaeb6b,13,7.9,6.2,0.0
164,a2c08062-d90b-481f-b9c0-c9748fae18d1,25,9.2,7.3,12.0
164,844045f8-182f-445b-aaea-c34d664e1138,13,7.6,6.8,0.0
164,69dedfc3-554f-4b20-a3a8-df3f6cfd8fc9,25,7.3,9.3,0.0
164,31b58efd-9282-422a-a285-569ff5e926c0,20,9.6,5.5,18.0
164,12f8dc3b-2be7-4aaf-89fb-f1dba420e9ae,13,8.1,6.2,0.0
164,148f0b97-1042-446f-9ba3-cf675042a857,20,9.8,7.7,17.0
164,152e7743-021b-4fa4-834e-d34a353ce810,13,7.3,6.4,0.0
164,82cb4b59-5ac0-4fe5-a02d-574401e243a2,25,7.5,5.9,0.0
164,22dca13d-4d21-4282-bb0e-2e30fc6ea92f,20,7.3,6.0,0.0
165,99a84356-24fd-4610-a3c4-067729dc0889,73,11.3,10.1,0.0
165,92b7a420-b7aa-4b54-bd56-3fce9e15d2cc,20,41.4,23.9,0.0
165,a7caa0f1-afed-4bd1-9331-c5370a78a48a,20,22.8,13.0,0.0
165,abcbbe56-6c4b-44ca-b6e1-abb435231a86,73,33.8,19.1,45.0
165,05923823-4376-4649-80c9-bbcfdce5838e,38,27.6,15.0,0.0
165,d54250d0-09b6-4fc6-bf56-dba657a9ee9c,1091,7.8,2.8,0.0
165,06684ab6-c5bb-4789-a374-6f142da9f5d2,1003,7.2,2.9,0.0
165,7870cb66-2f3b-4651-81d0-fa20d3c72c14,38,22.0,15.1,47.0
165,574c512e-bb58-4da2-9735-0926975b3419,1003,7.1,7.7,0.0
165,1980c1de-7ad5-444e-bc13-5cc945ff4566,73,11.6,10.6,0.0
165,9f8ddc8c-c3f8-4afb-9ba0-6fb9cf0e4d3a,38,36.7,17.3,0.0
165,f9044d07-1e1e-4514-8e17-111e73347c3e,38,35.7,19.0,62.0
165,f77e1deb-68c1-4cdd-9fe9-0b641f9c3e52,73,8.9,10.3,0.0
165,7d4c034d-110e-4b4e-a957-6085542f595a,73,12.0,13.7,0.0
167,8af1268d-5d1e-4673-bc6e-6016e64f06fe,25,9.2,7.4,0.0
167,168f6847-5c26-41bf-b77b-aebed4fe8c82,25,7.2,8.3,0.0
167,1a089bab-b511-4286-bb73-6b9f549ae176,25,7.2,8.4,0.0
167,6ba9bd70-6b69-476d-b166-d366c4079036,25,7.8,9.5,0.0
167,3623986d-fa9f-4277-8a38-198e4a7903a7,13,8.8,6.2,0.0
167,76a690e6-79dc-4de0-82ea-37ff8fced387,25,7.6,7.2,0.0
167,90df046f-bc21-486c-87b7-da7c2faac03b,25,9.7,9.2,0.0
167,7085a4c1-a577-42f1-bdc9-7d6ee8f4398a,25,8.2,8.5,0.0
167,00559123-46bc-49c8-8eb1-a2f2a1a5d531,25,9.1,10.1,0.0
167,e40dcf9d-4de6-4e0c-af30-de353fb4af4f,25,9.4,9.6,0.0
167,f66515db-77e1-48d7-82ba-207d284db724,25,8.0,8.0,0.0
167,ba3e6d24-10fa-4845-beb8-70e8725bbe95,13,7.9,6.6,0.0
167,bf2b42db-5a15-4404-a1dc-40c13b73baf1,25,7.6,9.3,0.0
167,6f30a4ee-803c-48b7-addd-3fd6fb95b51a,25,11.0,9.4,0.0
167,de64d494-922b-4310-9fb6-a9ae46cda0d1,25,7.5,8.5,0.0
167,9c2e67ed-3cf4-4e0d-9eff-962f5e8b906f,25,10.2,9.6,0.0
167,26f23eb0-4047-42a0-a12d-609314a96490,25,10.2,8.1,0.0
167,40dbff0a-24e0-43fb-9667-0b57baadb0b2,25,8.9,8.3,0.0
167,6fc9eb6f-3225-4011-8eb4-e6cf06b810cb,25,10.0,9.2,0.0
167,a9f5d7cf-d120-48ea-acef-cb11140ab1a3,25,7.6,9.2,0.0
167,bc6a539e-be9e-423d-9b11-08f84a1b5318,13,7.1,5.5,0.0
167,bf8f9509-f37a-473e-ad33-8d05ccb45228,25,10.0,10.2,0.0
167,723b697a-1e6b-421d-8ed8-2c7795c3bf8e,25,8.7,10.3,0.0
167,efd09e12-6d87-4051-b915-7cda6b16553c,25,7.3,8.4,0.0
167,3a6300d5-8049-423d-b665-948e55560f62,25,10.4,8.1,0.0
167,8afe35f9-8157-481f-a09c-00839714e65c,25,7.9,8.6,0.0
167,cd521ef5-a56e-4565-ab86-38dd6764b777,25,8.2,9.8,0.0
167,cea6993e-b59e-4482-a421-84c83cebb919,25,7.2,7.6,0.0
167,3492fdb7-4659-4148-a8db-0b5e351befd2,25,7.5,7.4,0.0
167,9c60b995-6d7d-4aa7-8f48-f9b4085758d8,25,8.2,9.9,0.0
167,778ed04e-a73d-476a-8f75-5b20aece8a9e,25,8.9,10.5,0.0
167,4f965d30-12ed-40bc-9e09-1868d4feacad,25,8.7,10.0,0.0
167,eb5f9286-ae14-4ed4-90d9-18d8dccdc831,13,7.2,5.9,0.0
167,c427ef09-ecae-42a4-9875-798e4d609112,25,11.3,10.4,18.0
167,2fcce627-bab5-4805-97bc-281823288f3a,25,7.4,9.0,0.0
167,955781af-9696-4b29-b4a1-55030733f1df,25,8.9,8.9,0.0
167,52633713-a44a-4d87-ae8c-44f246eb8fba,25,9.0,8.1,0.0
167,d397f7d2-5e41-4ea3-bc22-f39b62891358,25,7.3,8.5,0.0
167,6a9e2983-afe9-4d18-83c8-ef31b400b802,25,7.5,7.8,0.0
167,faa834df-700e-4efd-9730-6d17587e703e,13,10.1,7.4,52.0
167,982756e8-8c24-4f0d-bdcc-7e9a185c5e83,25,7.5,9.3,0.0
167,005a58d3-657c-417b-ad4e-87d86def6ed4,13,9.7,7.2,0.0
167,9262d2ed-4be8-4bbb-a15d-5c6ee38afdd6,13,7.3,5.5,0.0
167,68115f70-b485-48e9-b623-0e88829ea2f6,20,7.2,6.1,0.0
167,82197119-81b1-417d-862c-968ace6945d0,25,7.5,8.0,0.0
167,2a0ab1f6-8c02-4a91-b235-f34d742aa0d3,25,8.6,9.5,0.0
167,e8900658-a306-4810-807f-98f107cded53,25,8.3,9.3,0.0
167,70a9ad8f-a3ae-4f6f-81aa-0b1e1f6be55b,25,8.1,7.8,0.0
167,08926e90-2ad4-4e1d-827a-2ea71925c670,13,10.0,8.1,0.0
167,02cdc3ab-e0de-4b99-8b84-6ed696d68c69,25,8.1,9.6,0.0
167,f827a9cd-7466-4d13-b9cb-b918d77d3c21,25,10.5,10.1,0.0
167,48715274-74c1-4f87-9a1f-bbd97fedaff1,25,7.4,8.9,0.0
167,0412bd1d-2f38-4dfa-bd43-6a832ad169e9,25,7.3,8.2,0.0
167,804d61ec-b313-43e1-adc6-ef6b6c064f50,25,9.0,8.9,0.0
167,0e40cf61-f53d-435d-bcd6-c5ca3c15f2f4,25,7.8,7.7,0.0
167,df90b35b-b501-4f7a-ae29-7404dc8c2ebd,25,11.3,11.0,19.0
167,625a7dc9-6314-4c9d-91ca-c1a50b7e051c,25,8.0,7.9,0.0
167,885c0cbd-0652-4db2-92d6-10f3c7a513b8,25,8.8,9.5,0.0
167,2c6ba243-b457-4cbe-8ef3-22ee108b1fb9,25,11.0,10.7,0.0
167,b8a144ba-a704-45a8-8807-3f10cb0fef0c,25,7.3,8.5,0.0
167,067c1c49-8249-4d92-91ff-44a1b1a9f35c,13,8.7,8.5,0.0
167,e5453d21-d518-4ddb-b382-7d685c5b02c7,13,8.2,6.0,0.0
167,0d014e1e-be26-4cb2-9118-2a59f3f660a3,13,15.9,12.2,94.0
167,f72fbe7b-d625-46a9-95ce-710efbe10593,13,8.9,7.2,0.0
167,afb6ab9b-2ba6-4fff-a114-b16ad88f0a20,25,7.5,9.0,0.0
167,37757cc9-e5b8-4c0a-b840-0c8514abeb36,25,7.7,8.8,0.0
167,9fed1ae7-9ae7-4e91-87ab-95ff9ef9fe84,25,11.1,10.2,0.0
167,7dd4a4e0-94cc-4161-b98b-3aa89b46095d,25,8.2,9.4,0.0
167,0cf6b863-8905-432a-b7f9-834001c76de3,25,8.8,9.9,0.0
167,da4ada28-cdf1-4256-a694-273e030facbe,25,10.1,10.6,0.0
167,f7d32a29-0807-4095-bea2-dd27e20e1a02,25,7.1,8.6,0.0
167,5b49c33f-3149-4fda-8247-6b6d633f2d49,25,9.4,9.5,0.0
167,8322db67-736f-437a-b927-f50766922fad,25,11.0,9.6,0.0
167,6e41285d-ff62-49d9-aeae-434c3ed473f1,25,8.0,9.2,0.0
167,5bc75cd6-a2f4-40b8-b3a7-1ae40467daa2,25,7.7,8.9,0.0
167,c161960e-bc26-4a08-92ac-a5a8e0eae360,25,8.0,7.9,0.0
167,c6f607ac-3194-4a30-9888-b84d89a6054c,25,9.8,10.2,0.0
17,3cfe721f-80c1-4be3-b7e7-790941f7c20a,13,12.2,10.5,0.0
17,f6340269-8fe2-4956-8279-a8ae436a2b0f,3,26.9,23.8,0.0
17,c9784385-33b2-4b93-aa3d-7794129e0dd6,3,20.2,21.5,0.0
17,f3685387-8537-41ed-bff3-3d2cd22d8efd,13,12.3,11.7,0.0
17,0eba3a53-5df0-4d76-aff8-82e0260dfab8,3,32.4,21.9,0.0
17,488bc8ff-e2d8-449e-9afa-6d5832eee6ce,13,12.5,11.4,0.0
17,c1375302-cd1e-4a82-ab90-23397a283682,3,31.3,22.8,0.0
17,65b56a65-3bf0-4837-a29f-18234b30b622,3,21.9,16.8,0.0
17,424f76a9-b0f3-48cf-935a-28ea81513c97,13,7.7,9.8,0.0
17,9bbc8e76-3cb4-49bb-a011-8858ec0ac2b6,13,10.0,9.2,0.0
17,d775cc77-ff0c-4af3-9d4a-1dab03400a8d,3,20.7,19.7,0.0
17,7cad97fe-f02f-497c-a317-6d22008cf006,13,10.0,9.1,0.0
17,11460c4f-2b5b-4d1d-aab6-1348c6bd38f3,3,16.1,17.7,0.0
