"VSNPLOTNAME","PlotKey","ecosite","Compile_limit","Stems","Planted_BasalArea","CD_BHAge","BasalArea","CDHt","plot_DHt","LoreyHeight","plot_QMDHt","MaxHt1","MaxHt12","TopHt","BasalArea_DomCodom","BasalArea_Intermediate","BasalArea_Understory","Height_Intermediate","Height_Understory","conifer_frac","intHwd_frac","tolHwd_frac","LeadSpp_CDHt","LeadSpp_CDAge","QMD","GTV","GMV_NL","GMV_size1","GMV_size2","GMV_size3","GMV_size4","GMV_size5","GMV_WL","BA_size1","BA_size2","BA_size3","BA_size4","BA_size5","GTV_DomCodom","GTV_Intermediate","GTV_Understory","BiomassWood","BiomassBark","BiomassBranches","BiomassFoliage","LeadSpp","SpeciesComposition","BasalArea_Dead","REG_FU","TagLimit"
"VSN060001",1,"B063S D n",7.1,325,NA,44.6666666666667,11.8283577519011,21.875,22.8,20.7040913151127,22.8333333333333,24.6,23.7,21.875,10.0391486669184,1.78920908498262,NA,8.53333333333333,NA,1,0,0,21.5666666666667,44.6666666666667,21.526582937574,90.2095390361047,81.2760191567886,4.00190539881768,6.77180133483904,32.349005138397,0,38.1533072847349,79.1810532844869,1.312501575,0.874169835,3.77922699,0,5.370741915,82.1085259246872,8.10101311141751,NA,41.1306263518715,4.09604231383006,6.50573961066008,3.05551922512932,13,"Sb 54 Pj 45 Sw  1                  ",NA,"PJ2",7.1
"VSN060002",2,"B127TtD n",7.1,525,NA,23.7142857142857,7.47072135054683,17.9625,20.05,16.3778298602582,17.9625,21.4,20.25,19.025,5.86165285407594,1.60906849647089,NA,7.09166666666667,NA,0.963030891256601,0.0369691087433992,0,17.9625,23.7142857142857,13.4603443018514,53.6581265033599,42.6770690459455,0.540859524415823,42.1362095215297,0,0,0,40.3971494868691,0.55099737,6.38055033,0,0,0,47.9585213727978,5.69960513056204,NA,22.7519783285366,3.11845774942034,3.13767285702467,3.03401521230634,13,"Sb 89 La  5 Bw  4 Bf  3            ",3.19567479,"SB1",7.1
"VSN060003",3,"B128TtD n",7.1,125,NA,15.4,1.01619826046375,7.02,8.75,8.26532902662255,10.5,10.5,8.75,7.375,1.01619826046375,NA,NA,NA,NA,1,0,0,6.15,14,10.1739305478431,3.91106346557408,1.83420557423609,1.83420557423609,0,0,0,0,1.65656676169366,0.483983115,0,0,0,0,3.91106346557408,NA,NA,1.79209437633969,0.279082988716477,0.583523494642459,0.527612065478753,13,"Sb 52 La 48                        ",NA,"LC1",7.1
"VSN060004",4,"B035TlD n",7.1,1800,13.60501296,0.523076923076923,14.3852803311373,8.95846153846154,9.73846153846154,8.95830065710244,9.3,10.4,10.35,9.675,13.3779032369226,1.00737709421475,NA,7.21428571428571,NA,1,0,0,8.95846153846154,0.523076923076923,10.0873586866724,59.4120567392564,20.0250892841607,20.0250892841607,0,0,0,0,14.5784090839949,12.134606715,0,0,0,0,55.9309251979256,3.48113154133088,NA,27.1103830383393,3.78272598646811,4.78812430590076,3.88329371359495,3,"Pj 95 Sb  5                        ",NA,"PJ1",7.1
"VSN060005",5,"B129TtD n",7.1,175,NA,32.5714285714286,2.72241621825795,7.31666666666667,7.95,7.25182802637603,5.7,10.1,8.9,7.45,2.72241621825795,NA,NA,NA,NA,1,0,0,5.7,87.5,14.0738458154412,9.55805110158625,6.03076068294943,2.64872749348869,3.38203318946075,0,0,0,4.59133957040231,1.21952985,1.2271875,0,0,0,9.55805110158625,NA,NA,3.27610536572408,0.53402565991371,1.65385769650834,1.2314709044347,22,"Cw 61 La 32 Sb  7                  ",NA,"LC1",7.1
"VSN060006",6,"B034TtD n",7.1,1575,12.518902935,1.26785714285714,15.237168978629,9.23636363636364,9.23636363636364,9.48300612030445,9.98181818181818,11.5,11.45,9.9,14.115932899207,1.00782431942194,0.11341176,8.28333333333333,7.4,1,0,0,9.83636363636364,1.20454545454545,11.0985543822109,66.9370070101134,36.4076039184206,36.4076039184206,0,0,0,0,27.4533021547202,13.227333735,0,0,0,0,62.4436228693198,4.11079967393485,0.382584466858678,29.9764738553969,4.05238363133264,5.66168311306575,4.65726500693212,3,"Pj 84 Sb 16                        ",NA,"PJ1",7.1
"VSN060007",7,"B035TtD n",7.1,2300,15.66448884,0.420454545454545,15.9033667206661,9.40113636363636,10.7,9.42124376460979,9.71627906976744,10.7,10.7,9.95,15.4453169765976,0.458049744068457,NA,6.65,NA,1,0,0,9.40113636363636,0.420454545454545,9.38285857359884,70.1941808010998,17.817602033592,17.817602033592,0,0,0,0,12.5329892692459,10.485070365,0,0,0,0,68.7585339250159,1.435646876084,NA,32.542160558699,4.39484622469846,4.63729032692894,4.16789067200365,3,"Pj 99 Sb  1                        ",0.39592014,"PJ1",7.1
"VSN060008",8,"B065TtMDn",7.1,125,NA,33.8,1.08926610596671,6.54,5.75,6.8584858925961,7.85,7.9,7.85,6.8,1.08926610596671,NA,NA,NA,NA,1,0,0,6.3,38,10.5333506072715,3.71598412912789,1.61490913884543,1.61490913884543,0,0,0,0,1.26656175437682,0.935431035,0,0,0,0,3.71598412912789,NA,NA,1.53113029420712,0.289043282093098,0.569331479961878,0.747877919388688,20,"Bf 57 Sb 43                        ",2.432089275,"SF1",7.1
"VSN060009",9,"B055TtD n",7.1,1375,NA,15.1818181818182,40.2456378724332,21.752380952381,23.1,19.5116743700448,21.605,24.1,23.9,23.525,27.6548739678631,8.57193414,4.01882976457014,14.0736842105263,10.8153846153846,0.211020335593119,0.788979664406881,0,22.2466666666667,11,19.3046801326287,352.235230286221,290.170253099313,22.3667254356793,101.805331921704,165.998195741929,0,0,273.246769717536,7.94714844,14.53154934,16.89874494,0,0,275.932017303034,54.1986419119337,22.1045710712531,142.424038353249,27.7746179645397,21.1702437883408,7.02017242697994,74,"Pt 56 Bw 23 Bf 21                  ",3.582543195,"PO1",7.1
"VSN060010",10,"B128TtD n",7.1,1400,NA,10.6666666666667,11.710455110556,10.2826086956522,12,9.68075941550568,10.08,13.1,12.85,12.25,7.34215773137656,4.25699134126502,0.111306037914407,7.57586206896552,6.4,1,0,0,10.6058823529412,10.1764705882353,10.3199458979479,50.4107307761065,24.5911258761412,22.2567877357652,2.334338140376,0,0,0,18.8455162393338,8.218523775,0.534562875,0,0,0,34.7373546984968,15.3228259134093,0.350550164200346,23.5223587606548,3.64142519459748,5.98206090294263,5.53175867587946,13,"Sb 57 La 43                        ",NA,"LC1",7.1
"VSN060011",11,"B055TtD n",7.1,1425,NA,16.0909090909091,46.7131445947223,21.05,24.25,19.4871298733191,19.4291666666667,25.1,24.95,24.25,27.3495275438647,14.8272448258576,4.536372225,16.6904761904762,10.95,0.231023367483149,0.768976632516851,0,21.5785714285714,12.4285714285714,20.4299202451158,399.302235766568,329.747749727991,12.3964014277127,161.510010706959,92.0460549142022,63.7952826791178,0,309.326996565155,4.66617921,25.33551174,10.33445028,5.842060455,0,269.531177404499,105.234304997662,24.536753364407,166.252561172352,31.7623039019721,27.2456378887748,8.62150463189572,74,"Pt 48 Bw 29 Bf 23                  ",3.44346849,"PO1",7.1
"VSN060012",12,"B055TtD n",7.1,1075,NA,13.3461538461538,39.0731830757033,22.2384615384615,26.55,21.6059623297245,22.77,26.9,26.55,25.5,30.5572968648944,8.51588621080887,NA,13.8647058823529,NA,0.157518322370939,0.842481677629061,0,24.0722222222222,9.83333333333333,21.5124421531941,382.320530180083,325.148672490194,14.8268019899906,97.4337317918539,212.888138708349,0,0,310.447795929329,5.71178223,13.23744576,19.857366375,0,0,329.073645288626,53.2468848914572,NA,152.061866585828,29.5909506199855,20.2143660174712,6.03474160861693,74,"Pt 67 Bw 18 Bf 15 Sw  1            ",0.61834542,"PO1",7.1
"VSN060013",13,"B040TtD n",7.1,1250,NA,13.5384615384615,34.0240063306926,20.2038461538462,22.34,18.9918303223522,19.3083333333333,23,22.9,21.7,21.8478885221248,7.44262192821997,4.7334958803478,16.1615384615385,12.8090909090909,0.187868513967492,0.812131486032508,0,19.5588235294118,10.4117647058824,18.6162529050567,277.056758642861,202.462373323284,9.90389056784018,135.547786167806,57.010696587637,0,0,181.146055364687,5.570076435,21.72439962,6.50146266,0,0,197.953595433834,51.2711408933833,27.8320223156441,122.438944082904,22.2676732411948,18.7519610555454,6.40730958001608,38,"Bw 52 Pt 29 Bf 19                  ",1.44219075,"BW1",7.1
"VSN060014",14,"B104TtD k",7.1,525,NA,10.1666666666667,34.4788196370833,26.9611111111111,26.9611111111111,27.1467368621561,28.03,29.9,29.85,28.85,33.7385761313171,0.740243505766207,NA,12.8,NA,0,0.996868313013533,0.0031,26.9611111111111,10.1666666666667,28.9168574862303,435.068863759055,405.653202093649,1.14039386049001,20.1249571423906,267.262570947373,117.125280143395,0,396.088152233038,0.632266635,2.150523375,22.669294725,8.953029855,0,430.433987843291,4.63487591576412,NA,166.001171223193,32.5524791680363,19.0225835946896,3.25070148216294,74,"Pt 98 Bw  2 OH  0                  ",3.632455365,"PO1",7.1
"VSN060015",15,"B040TtD n",7.1,700,NA,16.1904761904762,32.55255234,24.0578947368421,27.8,24.5247936353765,25.5583333333333,27.9,27.8,26.975,30.00577503,2.54677731,NA,13.5714285714286,NA,0,1,0,25.7,11.9285714285714,24.3331343762251,354.020477367703,311.809320155239,2.88180911604917,58.8954233072076,212.772114401811,37.259973330171,0,299.905546516851,1.65393459,8.284104675,19.2870678,3.188900715,0,337.119369074046,16.9011082936568,NA,143.555368941399,27.449211893862,19.5452869800832,3.83377389313883,74,"Pt 72 Bw 28                        ",6.106543905,"PO1",7.1
"VSN060016",16,"B049TtS n",7.1,1050,NA,14.0526315789474,26.9948555032758,17.4111111111111,17.4111111111111,16.3256137739821,17.4684210526316,19.4,19.3,19.025,21.4835662582758,2.50059579,3.010693455,12.4166666666667,8.71764705882353,0.943356049458592,0.0566439505414077,0,17.6235294117647,11.0588235294118,18.0925759984359,196.859909686573,171.930220353844,11.5705560379643,70.4660827357285,89.893581580151,0,0,162.921698800432,3.58806063,10.297124145,12.016521825,0,0,168.681299589934,15.0880425395155,13.0905675571238,84.8391741394928,8.2719012323327,11.5823588166147,6.8287826175625,3,"Pj 74 Sb 14 Bf  6 Bw  6            ",3.940764135,"PJ1",7.1
"VSN060017",17,"B049TtD n",7.1,1050,NA,11.3,34.0537242405133,21.065,23.3,19.5243507649301,20.2809523809524,23.8,23.8,22.65,23.37483918,3.98415229962997,6.69473276088337,17.45,11.8611111111111,1,0,0,21.065,11.3,20.3208658790061,299.392206472893,273.692403245094,10.2534224354016,147.161893215966,116.277087593726,0,0,263.950324309622,2.8148736,18.89625276,11.94479517,0,0,229.239165154337,29.0507956511814,41.1022456673751,128.988211120777,11.6276954006801,12.5002267292965,8.60606729097314,3,"Pj 69 Sb 25 Bf  6                  ",3.198050625,"PJ1",7.1
"VSN060018",18,"B040TtD n",7.1,1500,NA,9.04166666666667,39.6340714484427,21.8333333333333,21.8333333333333,19.8393072238274,20.9571428571429,24.5,24.4,23.45,25.5719358718864,5.165752515,8.89638306155624,17.19,13.3115384615385,0.471521537116535,0.528478462883465,0,22.34375,9.4375,18.3418554280071,353.359974690542,290.645438344584,25.0617069385068,167.659624655462,97.9241067506146,0,0,271.179904497452,7.59894135,21.3448158,9.86902224,0,0,259.959633316653,37.3141181078609,56.0862232660287,141.560902620507,23.6935311737063,16.5239791406685,7.95125291040237,74,"Pt 44 Bf 23 Pj 16 Bw  9 Sw  8 Sb  0",2.99940333,"MH2",7.1
"VSN060019",19,"B055TtD n",7.1,1050,NA,17.2222222222222,32.2597436588583,23.7444444444444,24,21.7342747099288,23.3090909090909,25.5,25.2,24.125,21.0899049252219,0.96769134,10.2021473936364,19.9,13.35625,0,1,0,24,19.375,19.7783636667112,306.043256334525,247.03534192936,5.60106786876744,28.9338375795535,44.7580219617104,167.742414519328,0,237.491593168404,6.78330345,4.73992827,4.46676615,15.54279111,0,231.501533977985,8.07279937413396,66.4689229824067,125.435626354205,25.1264332961757,21.1047661117272,4.14731870725584,74,"Pt 68 Bw 32                        ",3.4702899,"PO1",7.1
"VSN060022",22,"B104TtD n",7.1,175,NA,27.6666666666667,4.28079149460022,17.5,17.5,14.2451173314491,13.8333333333333,17.5,17.0507467758284,17.5,3.22889260271432,0.580168016885898,NA,5.7,NA,0.135528211924762,0.864471788075238,0,12,41.5,17.6480841018329,25.5300799527169,19.2976267524296,2.46844773928685,16.8291790131428,0,0,0,17.0707623948721,0.824296935,3.217567815,0,0,0,20.0650278716266,1.9252690926975,NA,11.7678447838032,2.24654741818768,3.87580121276218,1.22939094428203,38,"Bw 50 Pt 37 Bf 14                  ",5.601924405,"BW1",7.1
"VSN060023",23,"B049TtD n",7.1,1650,26.849900385,0,26.849900385,14.4727272727273,16.2,14.3266288972658,14.846875,17.6,17.5,14.775,20.511447495,6.33845289,NA,12.6227272727273,NA,1,0,0,14.4727272727273,0,14.3940802225966,180.607757948227,145.218121975796,91.6722824087749,53.5458395670211,0,0,0,130.780512171751,17.80419333,8.64572247,0,0,0,141.2375690522,39.3701888960277,NA,80.4037138145628,7.94998725733219,8.23411693487892,6.27060452988945,3,"Pj100                              ",0.41853966,"PJ1",7.1
"VSN060024",24,"B034TtD n",7.1,1025,26.54502774,3.7037037037037,28.4567637415493,19.2185185185185,19.2185185185185,18.659821665607,19.17,21.4,21.25,20.7,22.7873505693674,5.66941317218193,NA,14.0357142857143,NA,1,0,0,19.2185185185185,3.7037037037037,18.801191499425,244.493586175087,220.699200103621,27.1022747812345,163.509890217573,30.0870351048136,0,0,210.826214359602,4.40299167,20.08212822,3.68007024,0,0,203.161067480591,41.3325186944963,NA,107.81231618171,8.91896856110629,9.57513028659196,6.58916992453117,3,"Pj 93 Sb  7                        ",3.047842875,"PJ1",2.5
"VSN060025",25,"B012TtVSn",7.1,575,NA,13.95,14.711425575,12.4736842105263,15.55,12.8879836839044,13.3,15.8,15.55,14.1,13.783868175,0.9275574,NA,9.5,NA,1,0,0,12.6277777777778,8.77777777777778,18.0487865423738,81.3507995122307,69.5010446026575,19.0291040589062,34.767701663544,15.7042388802073,0,0,62.9708250755169,4.4461494,7.07935998,3.185916195,0,0,77.0609280473625,4.28987146486819,NA,35.0274558678754,3.72316747403421,6.90559280186782,3.4675451134059,3,"Pj 95 Sb  5                        ",1.643665485,"PJ1",7.1
"VSN060027",27,"B050TtD n",7.1,450,9.3922059,27.1818181818182,19.669223805,22.5272727272727,23.3,22.3855850253009,23.8111111111111,25.6,25.4,25,17.727950625,1.94127318,NA,11.8428571428571,NA,0.510508184234879,0.489491815765121,0,24.35,35.5,23.5907585483996,201.781767751115,186.137526109822,5.8198951834439,33.9689069838974,111.29535886107,35.0533650814105,0,181.930959426968,1.679950965,3.89161773,10.71042126,3.125911635,0,190.698318334443,11.0834494166724,NA,81.1380349376561,11.6483910106389,9.53297771501761,3.32513420283351,74,"Pt 46 Pj 41 Bf 10 Bw  3            ",9.458316945,"MH2",7.1
"VSN060028",28,"B034TtD n",7.1,925,22.53768132,8.48,26.3236988154168,19.172,20.68,18.4204285545589,19.65,22.6,22.15,20.825,22.664268165,3.65943065041679,NA,11.3583333333333,NA,0.954578065438899,0.0454219345611013,0,19.2458333333333,6.45833333333333,19.0351867410905,222.843958432443,198.574294249305,10.9608728217983,151.10416616406,36.5092552634472,0,0,191.67432083444,3.546571875,18.585489615,4.07877855,0,0,202.680625557516,20.1633328749271,NA,97.5786419642361,8.46223546699726,9.40522225142117,6.19122737722331,3,"Pj 86 Sb 10 Bw  5                  ",5.028896565,"PJ1",7.1
"VSN060029",29,"B049TtD n",7.1,1325,33.194989905,1.97777777777778,34.0899717695741,19.9681818181818,23.9,19.8010335297437,20.6375,23.9,23.3,20.525,31.6384156234508,2.12192815065814,0.329627995465145,14.8333333333333,8.95,0.99635012778976,0,0.0036,19.9681818181818,1.97777777777778,18.0992230912372,318.042911368389,286.865432546991,36.3224763372538,227.667685470983,22.875270738754,0,0,276.348419794501,5.34095562,25.9079898,2.65480908,0,0,300.886156532841,15.773508010493,1.38324682505537,142.189518870902,11.275763525184,9.84651262510173,7.68769974168524,3,"Pj 96 Sb  3 OH  0                  ",3.66726822,"PJ1",7.1
"VSN060030",30,"B065TtMDn",7.1,1175,11.909589615,3.375,16.091105615163,12.2227272727273,15.5333333333333,11.9288316916391,12.9432310878017,16.1,15.95,13.0000482206986,10.751995685163,3.45937284,0.25517646,8.33,9.5,0.992384486316184,0.00761551368381588,0,12.1058823529412,0,13.2047006712017,86.818077945698,62.5871612853855,20.6239739271138,41.9631873582717,0,0,0,56.3770054872127,6.698382075,7.84343637,0,0,0,61.536132356132,14.456748992201,1.11894384196419,38.1723506572512,4.63470493136596,6.40221592682271,4.80027715316956,3,"Pj 71 Sb 28 Bw  1                  ",NA,"PJ1",7.1
"VSN060031",31,"B104TtD n",7.1,1650,NA,1.31147540983607,30.1224479376251,19.927868852459,23.0285714285714,20.3859403665249,21.3576923076923,27,25.4,22.125,28.9928071176251,0.72044742,0.4091934,17.1666666666667,17.85,0,1,0,19.927868852459,1.31147540983607,15.2460630213494,281.997350193064,134.064957210624,18.0885572240869,115.976399986537,0,0,0,119.409633328423,14.147115675,15.953810565,0,0,0,273.083272508036,5.59534475781095,3.31873292721734,111.161480532254,22.2723896133083,10.7434553744279,3.60444031441848,74,"Pt100                              ",2.374951425,"PO1",7.1
"VSN060032",32,"B055TtD n",7.1,1750,NA,2.78947368421053,29.706198098824,17.7509803921569,16.6,17.836557752425,18.462962962963,20.7,20.5,17.975,26.326425548824,3.0960468,0.28372575,13.7545454545455,12.2,0,0.9964776739638,0.0035,17.61,1.52,14.7014125067707,235.280014730767,102.399533734478,12.2019503229715,71.693801073157,18.5037823383492,0,0,87.1863791410117,13.266485925,12.52135731,2.818270455,0,0,212.566838145062,21.2006149677484,1.51256161795668,99.0787322029104,19.6828940891994,13.8175435388913,4.09928979990495,74,"Pt 77 Bw 23 OH  0                  ",1.116740625,"PO1",7.1
"VSN060033",33,"B049TtD n",7.1,1900,36.26694456,0,38.320942275,18.3423076923077,20.75,16.2349799786336,17.675,21.1,20.95,19.575,22.48824039,12.845629335,2.98707255,12.7189189189189,10.4538461538462,0.953059054704573,0.0469409452954272,0,18.847619047619,0,16.0249189176042,286.211484886876,240.435259050713,57.0295478090664,148.271265540562,35.1344457010844,0,0,225.734119697174,13.002297,20.374120305,4.21371027,0,0,191.208543335663,79.5421346511539,15.4608069000591,125.702892242959,13.7367397450516,14.3744319220697,10.6332622942968,3,"Pj 52 Sb 41 Bw  5 Bf  2            ",1.961477595,"PJ2",2.5
"VSN060034",34,"B119TtM k",7.1,525,NA,13.9166666666667,27.81278115,24.5583333333333,25.7666666666667,23.9469455002167,24.7272727272727,27.1,26.9,25.05,24.18356556,1.815746625,1.813468965,15.4,9.63333333333333,0.0550565129298477,0.933647254834132,0.0113,24.5583333333333,13.9166666666667,25.9715045312944,303.655229132541,280.510510595628,2.01783982006248,24.2319156019028,183.845002400263,70.415752773399,0,271.295623020691,0.933271185,2.923671135,17.23858752,6.257851215,0,278.750059011036,15.7349346969206,9.17023542458427,117.180238895389,23.5764196017612,16.9699908212457,3.21282216460417,74,"Pt 87 Bw  6 Sw  3 Bf  2 OH  1 Sb  1",2.97187506,"PO1",7.1
"VSN060036",36,"B104TtD n",7.1,525,NA,14.7692307692308,36.165451245,28.0923076923077,28.0923076923077,27.2742961150141,28.0923076923077,29.7,29.65,28.35,33.09864096,NA,3.066810285,NA,11.5625,0.0408374672279027,0.948944207760845,0.0102,28.0923076923077,14.7692307692308,29.6156892139799,452.629306487318,427.049026681042,2.50351187890015,10.7290775765164,234.338702237475,112.607991187914,66.8697438002354,418.319812801376,0.483983115,2.10282996,19.013179185,9.058194915,5.02726686,433.590513631377,NA,19.0387928559411,172.361815406915,33.9898251866624,22.3991937245563,3.72850787236779,74,"Pt 92 Bf  4 Bw  3 OH  1            ",2.32352736,"PO1",7.1
"VSN060037",37,"B055TtD n",7.1,1800,16.724994825,5.02325581395349,37.0813493399299,19.0860465116279,21.7,18.1834216455355,19.0852941176471,22.4,22,20.325,29.2584373523649,7.69495528960969,0.127956697955339,13.2071428571429,9,0.455446717498329,0.544553282501671,0,19.1619047619048,4.33333333333333,16.1955635122769,308.516396209063,216.678448582999,23.6679780805861,193.010470502413,0,0,0,202.449560648096,10.5487074,25.90480893,0,0,0,261.755222320297,46.3233073805355,0.437866508230637,130.063806837228,18.7705252097755,13.4182180507613,6.29649686923909,74,"Pt 50 Pj 45 Bw  4 Bf  0            ",1.0610754,"MH2",7.1
"VSN060038",38,"B050TtD n",7.1,1125,29.08238025,2.78125,30.151290015,19.11875,22.7,18.6600505623436,19.4583333333333,24.5,23.4,21.125,24.776876355,5.263966785,0.110446875,14.6666666666667,10.9,0.99633691046237,0.00366308953763019,0,19.11875,2.78125,18.4727366678573,262.501049971098,236.983465080616,22.6872512785074,201.337774033946,12.9584397681621,0,0,225.748722956734,3.852092475,24.757359165,1.4313915,0,0,223.576387404632,38.3786103518349,0.546052214631071,115.799803784637,9.53224348280166,9.41507070164305,6.85396857438382,3,"Pj 96 Sb  3 Bw  0                  ",2.59146657,"PJ1",7.1
"VSN060039",39,"B052TlMDn",7.1,925,NA,0.95,7.4050162864597,8.32,9.73333333333333,8.18718719398113,8.80769230769231,12.3,11.3,10.675,4.82963928443825,2.57537700202145,NA,6.25294117647059,NA,0.983451483391863,0,0.0165,8.32,0.95,10.0959384489568,29.2211923620929,15.3304487005108,12.2560496616822,3.07439903882857,0,0,0,12.7303547625078,4.51184811,0.73898286,0,0,0,20.3656019056223,8.85559045647057,NA,11.4531387345384,2.10577939627459,2.84736441841895,4.03082970090433,20,"Bf 98 OH  2                        ",3.028364955,"SF1",7.1
"VSN060040",40,"B098TtD k",7.1,2025,32.7181932,0.875,32.9623568973071,16.345,16.345,16.5956036122815,17.0705882352941,19.1,19,17.825,32.7888620373071,0.17349486,NA,10.6,NA,1,0,0,16.345,0.875,14.3963092231499,261.672695049128,213.038753947164,124.060363480282,88.978390466882,0,0,0,193.185626659474,20.636286825,12.11353836,0,0,0,260.766853599026,0.905841450101811,NA,119.135567989688,10.7232880391216,8.6423546603809,7.7258913405861,3,"Pj 99 Sb  1                        ",0.24630144,"PJ1",7.1
"VSN060041",41,"B098TtD k",7.1,2400,21.527087505,1.42424242424242,28.977897055154,12.0166666666667,12.5,11.8427368704588,12.3422222222222,13.9,13.85,12.775,24.3868648378274,4.45248765732662,0.13854456,10,8.3,0.983103812939208,0.0168961870607916,0,12.3354166666667,0.916666666666667,12.3988773308393,159.726802100537,107.318872300779,80.0651362498388,27.2537360509401,0,0,0,89.9386271860027,20.986339605,5.551423185,0,0,0,137.253714941374,21.8961056525711,0.576981506591782,68.8590147673932,8.64118948121899,9.16737891549089,8.24422632106975,3,"Pj 70 Bf 27 Pt  2 Sb  1            ",0.233283435,"PJ1",7.1
"VSN060042",42,"B049TtMDn",7.1,3550,27.613269915,1.31944444444444,32.9130986220184,12.2958333333333,13.2333333333333,11.9930619310226,12.5418181818182,14.1,13.9,12.575,22.9675861746919,9.9455124473265,NA,10.9614285714286,NA,0.995167774938893,0.0048322250611069,0,12.4852459016393,0.819672131147541,10.8648756609608,187.311260717327,100.264398721399,94.2387701332533,6.02562858814519,0,0,0,82.9662504584956,25.65811479,1.20264375,0,0,0,133.956373599574,53.3548871177529,NA,84.2619622515646,10.0330278980828,9.1607493832269,8.91031157425555,3,"Pj 84 Bf 14 Sb  2 Bw  0            ",NA,"PJ1",7.1
"VSN060043",43,"B098TtMDn",7.1,2850,0.184745715,1.13253012048193,29.1198840055328,11.8378048780488,13.8,12.0305129306577,12.5883720930233,14.5,14.35,13.925,24.4900809380006,2.99045467664183,1.63934839089037,10.3222222222222,9.825,0.981252742465842,0.018747257534158,0,12.5563636363636,0.836363636363636,11.405831249918,163.983048410306,98.5874250127721,65.5093149724323,33.0781100403398,0,0,0,84.2902159899621,17.840341365,6.122566065,0,0,0,141.322066162544,14.8277188726892,7.83326337507266,70.9020349602391,8.80477383077224,8.58394659155592,8.19263017891815,3,"Pj 68 Bf 28 Sb  2 Pt  1 Bw  0      ",0.10752126,"PJ1",7.1
"VSN060044",44,"B158TlR n",7.1,575,NA,0,8.29150816440836,10.4454545454545,12.325,11.3694755517246,10.6142857142857,18.5,15,18.5,6.63940000464809,1.49657932476027,0.155528835,8,9.7,0.889789302274033,0.110210697725967,0,9.95,0,13.5499407304597,38.673059355088,26.4491535167303,8.05843091570714,18.3907226010232,0,0,0,23.1217937704529,3.104588025,3.86412873,0,0,0,31.9014411553867,6.02559449044601,0.746023709255333,17.2124279067617,2.27737495373306,4.52326041116669,2.34229776420881,3,"Pj 67 Sb 15 Bw 11 Sw  4 Bf  3      ",1.6300977,"PJ1",2.5
"VSN060045",45,"B040TtD n",7.1,600,NA,28.5714285714286,27.8909249197575,29.0142857142857,29.0142857142857,26.8728229089367,27.65,31.3,30.65,29.725,23.821987035,NA,4.06893788475751,NA,10.5411764705882,0.065942769371669,0.915076890732001,0.019,29.0142857142857,28.5714285714286,24.3282228098582,343.974539612853,322.026132362164,0,0,72.7133199349119,180.016835037467,69.2959773897843,317.843372613105,0.587655915,0,6.664688415,13.77615162,5.207692875,322.388043875955,NA,21.5864957368977,130.55894964295,25.8293016205741,18.443833476641,3.05843407955281,74,"Pt 92 Sw  7 OH  2                  ",14.136748395,"PO1",7.1
"VSN060046",46,"B104TtD k",7.1,1900,10.83518205,2.22058823529412,33.3205413312584,19.0030769230769,20.3666666666667,19.6636239367575,20.65,22.8,22.75,22.3,31.8995982594242,1.29840103683413,0.122542035,13.2857142857143,11.3,0.297899404056964,0.702100595943036,0,19.6232558139535,1.86046511627907,14.9428616414935,304.589043807025,190.213869113307,48.622808902765,141.591060210542,0,0,0,172.677215854696,14.22889545,18.39179034,0,0,0,295.789926791271,8.17310563307557,0.626011382678063,126.54810495538,20.6711088991585,11.4871505340212,5.22015602022855,74,"Pt 66 Pj 29 Bw  4 Sb  1            ",2.04145095,"PO1",7.1
"VSN060047",47,"B104TtD n",7.1,1925,NA,2.3030303030303,37.2108682986063,19.4969696969697,22.45,19.6101877207642,20.0709677419355,22.8,22.8,22.025,34.7381976623034,1.41434832,1.05832231630288,16.74,14.8666666666667,0.206769359145633,0.793230640854367,0,19.8115384615385,1.46153846153846,15.6882350195955,337.305424170205,197.779496414137,33.2703709642761,150.194657777382,14.3144676724786,0,0,181.110849051587,14.47503981,20.61337278,1.528408035,0,0,319.173245261842,10.9088881410788,7.22329076728457,136.789551696807,24.1411800166477,13.1652956890317,5.24343156201564,74,"Pt 79 Pj 21                        ",5.683880895,"PO1",7.1
"VSN060051",51,"B065TtD n",7.1,1525,NA,5.02631578947368,21.6723924114229,12.7675675675676,11.6,12.6704863511737,13.5538461538462,15.5,15.3,14.075,18.1790493051171,3.49334310630583,NA,8.93636363636364,NA,0.987311591181089,0.0126884088189111,0,12.6304347826087,3.625,13.4515725256057,123.648085531664,90.307377577009,36.1658601895964,54.1415173874126,0,0,0,80.2684737519961,9.18615621,10.308375,0,0,0,108.078525914717,15.5695596169477,NA,53.0037753201786,7.6859176333958,8.16791356009725,7.5748129177131,13,"Sb 57 Bf 21 Pj 20 Pt  1            ",2.944366425,"PJ2",7.1
"VSN060054",54,"B034TtD n",7.1,2975,36.118759215,0.513513513513513,36.1683059892225,13.7736114025398,14.7241125521626,14.0522140282908,14.6019607843137,24.1,20.25,24.1,34.8595339212918,NA,1.30877206793066,NA,12.1875,1,0,0,13.7736114025398,0.513513513513513,12.4415689470683,242.408781833535,163.58998742818,125.40937047253,38.1806169556498,0,0,0,140.906895836363,27.316310175,6.40116708,0,0,0,234.421530005211,NA,7.98725182832377,110.681819054719,11.19780111016,10.0337483763459,8.85966097526,3,"Pj 99 Sb  1                        ",0.838316325,"PJ1",7.1
